transaction_id,timestamp,account_id,transaction_type,channel,amount,transaction_state,device_id,device_trusted,merchant_category,merchant_id,is_suspicious_simulated,suspicious_pattern
TX-0046582,2025-01-21 13:03:58,ACC-00752,Saque,ATM,39.81,MG,DEV-00752-A,1,Viagem,MER-0921,0,Normal
TX-0020840,2025-01-21 13:13:33,ACC-00637,Saque,ATM,593.03,SP,DEV-00637-A,1,Eletronicos,MER-0167,0,Normal
TX-0029917,2025-01-21 13:20:25,ACC-01833,PIX,App,124.88,PE,DEV-01833-A,1,Mercado,MER-0990,0,Normal
TX-0032576,2025-01-21 13:23:00,ACC-00324,PIX,App,518.07,MG,DEV-00324-A,1,Eletronicos,MER-0037,0,Normal
TX-0039001,2025-01-21 13:23:03,ACC-01237,PIX,Internet Banking,385.11,SP,DEV-01237-A,1,Eletronicos,MER-1137,0,Normal
TX-0043853,2025-01-21 13:26:11,ACC-02450,Cartao,E-commerce,172.01,BA,DEV-02450-A,1,Outros,MER-0284,0,Normal
TX-0027851,2025-01-21 13:31:12,ACC-00346,Transferencia,App,263.73,GO,DEV-00346-A,1,Viagem,MER-1138,0,Normal
TX-0034165,2025-01-21 13:35:38,ACC-02342,PIX,Internet Banking,121.29,SP,DEV-02342-A,1,Outros,MER-0746,0,Normal
TX-0020200,2025-01-21 13:37:55,ACC-01187,Boleto,App,562.32,SP,DEV-01187-A,1,Mercado,MER-0327,0,Normal
TX-0044272,2025-01-21 13:47:57,ACC-01846,PIX,App,973.73,DF,DEV-01846-A,1,Outros,MER-0486,0,Normal
TX-0021030,2025-01-21 13:48:06,ACC-00095,Cartao,E-commerce,348.08,SP,DEV-00095-A,1,Viagem,MER-0250,0,Normal
TX-0032344,2025-01-21 13:52:19,ACC-01772,PIX,App,870.83,RS,DEV-01772-A,1,Mercado,MER-0697,0,Normal
TX-0037308,2025-01-21 13:56:50,ACC-01555,Cartao,Carteira digital,395.49,SP,DEV-01555-A,1,Mercado,MER-1137,0,Normal
TX-0044342,2025-01-21 14:01:00,ACC-02175,Cartao,E-commerce,349.47,SP,DEV-02175-A,1,Outros,MER-0254,0,Normal
TX-0029899,2025-01-21 14:11:43,ACC-01731,PIX,Internet Banking,768.5,RJ,DEV-01731-A,1,Transporte,MER-1138,0,Normal
TX-0044259,2025-01-21 14:12:43,ACC-00364,Saque,ATM,200.96,SP,DEV-00364-A,1,Restaurante,MER-0167,0,Normal
TX-0002079,2025-01-21 14:17:42,ACC-01687,Cartao,POS,178.64,SP,DEV-01687-A,1,Restaurante,MER-1178,0,Normal
TX-0006373,2025-01-21 14:24:04,ACC-01901,PIX,Internet Banking,162.57,DF,DEV-01901-A,1,Transporte,MER-0546,0,Normal
TX-0034198,2025-01-21 14:42:35,ACC-01725,Cartao,POS,89.77,MG,DEV-01725-A,1,Eletronicos,MER-1076,0,Normal
TX-0026791,2025-01-21 14:45:06,ACC-00489,Cartao,Carteira digital,121.45,SC,DEV-00489-A,1,Eletronicos,MER-0281,0,Normal
TX-0012199,2025-01-21 14:50:04,ACC-02439,PIX,App,332.2,RJ,DEV-02439-A,1,Servicos,MER-0884,0,Normal
TX-0009891,2025-01-21 14:54:50,ACC-00336,Transferencia,App,162.98,PR,DEV-00336-A,1,Viagem,MER-0665,0,Normal
TX-0031282,2025-01-21 15:01:32,ACC-01692,Transferencia,Internet Banking,542.87,PR,DEV-01692-A,1,Eletronicos,MER-0185,0,Normal
TX-0027745,2025-01-21 15:09:44,ACC-00162,PIX,Internet Banking,1744.11,SP,DEV-00162-A,1,Transporte,MER-0247,0,Normal
TX-0005179,2025-01-21 15:23:47,ACC-02326,Transferencia,Internet Banking,43.6,SC,DEV-02326-A,1,Transporte,MER-0647,0,Normal
TX-0047872,2025-01-21 15:26:19,ACC-01483,Boleto,Internet Banking,416.48,SP,DEV-01483-A,1,Eletronicos,MER-1093,0,Normal
TX-0021021,2025-01-21 15:46:04,ACC-01410,Cartao,E-commerce,69.9,SP,DEV-01410-A,1,Mercado,MER-0281,0,Normal
TX-0033496,2025-01-21 15:47:13,ACC-01507,PIX,App,2903.15,RJ,DEV-01507-A,1,Servicos,MER-0224,0,Normal
TX-0027753,2025-01-21 15:55:02,ACC-01458,Cartao,Carteira digital,225.04,RS,DEV-01458-A,1,Servicos,MER-0610,0,Normal
TX-0015596,2025-01-21 16:40:19,ACC-00821,Cartao,Carteira digital,133.32,SP,DEV-00821-A,1,Transporte,MER-0356,0,Normal
TX-0007862,2025-01-21 16:42:37,ACC-01299,Saque,ATM,457.54,PR,DEV-01299-A,1,Mercado,MER-0854,0,Normal
TX-0005396,2025-01-21 16:46:05,ACC-00434,Transferencia,App,264.8,MG,NEW-6881683,0,Eletronicos,MER-0810,0,Normal
TX-0003002,2025-01-21 16:46:53,ACC-00456,PIX,App,113.07,MG,DEV-00456-A,1,Servicos,MER-1116,0,Normal
TX-0029882,2025-01-21 16:50:13,ACC-00268,Cartao,E-commerce,75.33,MG,DEV-00268-A,1,Servicos,MER-1102,0,Normal
TX-0048096,2025-01-21 16:59:21,ACC-01099,Saque,ATM,187.07,SP,DEV-01099-A,1,Servicos,MER-1100,0,Normal
TX-0010142,2025-01-21 16:59:42,ACC-02375,Cartao,Carteira digital,535.91,SP,DEV-02375-A,1,Restaurante,MER-0578,0,Normal
TX-0026265,2025-01-21 17:11:33,ACC-01779,PIX,Internet Banking,690.6,RJ,DEV-01779-A,1,Outros,MER-0866,0,Normal
TX-0047955,2025-01-21 17:15:59,ACC-02324,Cartao,POS,123.64,SP,DEV-02324-A,1,Mercado,MER-1134,0,Normal
TX-0000896,2025-01-21 17:16:00,ACC-01599,PIX,Internet Banking,79.67,SP,DEV-01599-A,1,Servicos,MER-0879,0,Normal
TX-0002667,2025-01-21 17:19:37,ACC-00226,Transferencia,Internet Banking,266.07,RJ,DEV-00226-A,1,Outros,MER-1147,0,Normal
TX-0008405,2025-01-21 17:21:30,ACC-00003,Transferencia,App,121.48,PR,DEV-00003-A,1,Transporte,MER-0865,0,Normal
TX-0006694,2025-01-21 17:24:04,ACC-01972,Boleto,Internet Banking,833.3,SP,DEV-01972-A,1,Viagem,MER-0012,0,Normal
TX-0030475,2025-01-21 17:24:57,ACC-00650,PIX,Internet Banking,324.22,RS,DEV-00650-A,1,Transporte,MER-0304,0,Normal
TX-0019999,2025-01-21 17:28:56,ACC-01996,Cartao,Carteira digital,88.72,BA,DEV-01996-A,1,Mercado,MER-1127,0,Normal
TX-0005709,2025-01-21 17:31:24,ACC-01784,PIX,App,69.59,SP,NEW-6138774,0,Outros,MER-0742,0,Normal
TX-0040150,2025-01-21 17:32:59,ACC-02403,Cartao,POS,541.18,PE,DEV-02403-A,1,Transporte,MER-0983,0,Normal
TX-0027499,2025-01-21 17:47:02,ACC-00110,PIX,App,948.49,RJ,DEV-00110-A,1,Mercado,MER-0667,0,Normal
TX-0015179,2025-01-21 17:50:27,ACC-02158,Cartao,Carteira digital,52.65,SC,DEV-02158-A,1,Mercado,MER-0275,0,Normal
TX-0032465,2025-01-21 17:51:39,ACC-00999,Cartao,E-commerce,953.55,MG,DEV-00999-A,1,Transporte,MER-0333,0,Normal
TX-0014798,2025-01-21 17:53:33,ACC-00215,Cartao,E-commerce,650.17,BA,DEV-00215-A,1,Restaurante,MER-0210,0,Normal
TX-0028057,2025-01-21 17:57:15,ACC-00346,Saque,ATM,612.93,GO,DEV-00346-A,1,Eletronicos,MER-0655,0,Normal
TX-0049863,2025-01-21 18:09:29,ACC-00554,Cartao,Carteira digital,40.3,SP,DEV-00554-A,1,Outros,MER-0377,0,Normal
TX-0004875,2025-01-21 18:12:54,ACC-00432,PIX,App,321.31,SP,DEV-00432-A,1,Restaurante,MER-0048,0,Normal
TX-0021740,2025-01-21 18:19:59,ACC-00134,Transferencia,Internet Banking,33.02,SP,DEV-00134-A,1,Restaurante,MER-0482,0,Normal
TX-0044418,2025-01-21 18:30:43,ACC-01053,Cartao,POS,1061.54,RJ,DEV-01053-A,1,Eletronicos,MER-0131,0,Normal
TX-0037751,2025-01-21 18:42:28,ACC-01653,Transferencia,Internet Banking,1741.47,BA,DEV-01653-A,1,Transporte,MER-1130,0,Normal
TX-0027894,2025-01-21 19:05:18,ACC-01076,Transferencia,Internet Banking,28.55,RS,DEV-01076-A,1,Restaurante,MER-0139,0,Normal
TX-0007070,2025-01-21 19:06:11,ACC-00645,Cartao,Carteira digital,55.89,DF,DEV-00645-A,1,Eletronicos,MER-0639,0,Normal
TX-0041075,2025-01-21 19:17:03,ACC-02102,Cartao,POS,456.7,MG,DEV-02102-A,1,Eletronicos,MER-0422,0,Normal
TX-0003176,2025-01-21 19:18:13,ACC-00189,Cartao,Carteira digital,81.91,PE,NEW-7259788,0,Viagem,MER-0168,0,Normal
TX-0019321,2025-01-21 19:57:43,ACC-00314,Boleto,App,80.36,RS,DEV-00314-A,1,Outros,MER-0886,0,Normal
TX-0020995,2025-01-21 20:04:37,ACC-01177,PIX,Internet Banking,544.06,PE,DEV-01177-A,1,Viagem,MER-0726,0,Normal
TX-0042734,2025-01-21 20:22:34,ACC-01854,Cartao,E-commerce,115.48,PR,DEV-01854-A,1,Viagem,MER-0671,0,Normal
TX-0038580,2025-01-21 20:52:25,ACC-00124,PIX,Internet Banking,324.67,SP,DEV-00124-A,1,Servicos,MER-0549,0,Normal
TX-0037006,2025-01-21 21:00:40,ACC-00102,Cartao,E-commerce,481.18,SP,DEV-00102-A,1,Servicos,MER-1043,0,Normal
TX-0040816,2025-01-21 21:14:05,ACC-00877,Cartao,POS,13.02,SP,DEV-00877-A,1,Mercado,MER-0084,0,Normal
TX-0003619,2025-01-21 21:14:19,ACC-02479,PIX,App,74.95,SP,DEV-02479-A,1,Outros,MER-1171,0,Normal
TX-0046563,2025-01-21 21:32:46,ACC-02046,Transferencia,App,338.69,SP,DEV-02046-A,1,Restaurante,MER-0344,0,Normal
TX-0020439,2025-01-21 21:37:24,ACC-01121,Cartao,E-commerce,664.77,SP,DEV-01121-A,1,Mercado,MER-0113,0,Normal
TX-0027338,2025-01-21 21:45:28,ACC-00508,Cartao,POS,51.55,RJ,DEV-00508-A,1,Restaurante,MER-0453,0,Normal
TX-0040978,2025-01-21 21:51:11,ACC-01458,Cartao,E-commerce,139.06,RS,DEV-01458-A,1,Viagem,MER-1092,0,Normal
TX-0004470,2025-01-21 22:00:23,ACC-00217,PIX,Internet Banking,221.6,SP,DEV-00217-A,1,Outros,MER-0772,0,Normal
TX-0008512,2025-01-21 22:05:49,ACC-00414,Cartao,E-commerce,687.94,MG,DEV-00414-A,1,Eletronicos,MER-0295,0,Normal
TX-0043622,2025-01-21 22:06:09,ACC-00741,Boleto,App,583.53,SP,DEV-00741-A,1,Eletronicos,MER-0435,0,Normal
TX-0006539,2025-01-21 22:12:28,ACC-00497,PIX,Internet Banking,117.45,SP,DEV-00497-A,1,Viagem,MER-0273,0,Normal
TX-0008129,2025-01-21 22:31:08,ACC-00284,PIX,App,56.84,BA,DEV-00284-A,1,Restaurante,MER-0503,0,Normal
TX-0044930,2025-01-21 23:00:00,ACC-02470,Cartao,POS,20.71,RS,DEV-02470-A,1,Eletronicos,MER-0171,0,Normal
TX-0020970,2025-01-22 00:05:25,ACC-00238,Transferencia,Internet Banking,279.5,SP,DEV-00238-A,1,Transporte,MER-0659,0,Normal
TX-0004682,2025-01-22 00:10:23,ACC-02337,Boleto,App,272.98,GO,DEV-02337-A,1,Servicos,MER-0778,0,Normal
TX-0048195,2025-01-22 00:12:24,ACC-01405,Cartao,E-commerce,109.26,RS,DEV-01405-A,1,Restaurante,MER-0922,0,Normal
TX-0047176,2025-01-22 00:31:16,ACC-01345,Cartao,Carteira digital,104.81,RS,DEV-01345-A,1,Viagem,MER-0751,0,Normal
TX-0006204,2025-01-22 02:23:00,ACC-01367,PIX,App,1346.56,MG,DEV-01367-A,1,Viagem,MER-0808,1,Horario incomum
TX-0049680,2025-01-22 03:33:20,ACC-01140,PIX,App,79.58,MG,DEV-01140-A,1,Transporte,MER-0433,0,Normal
TX-0043850,2025-01-22 03:44:21,ACC-00817,Saque,ATM,584.12,RJ,DEV-00817-A,1,Transporte,MER-0249,0,Normal
TX-0032952,2025-01-22 05:23:54,ACC-00032,PIX,App,481.8,PE,DEV-00032-A,1,Restaurante,MER-0560,0,Normal
TX-0028357,2025-01-22 06:30:18,ACC-00188,PIX,App,326.49,SP,DEV-00188-A,1,Mercado,MER-0942,0,Normal
TX-0011405,2025-01-22 07:00:10,ACC-01926,PIX,App,1043.68,SP,DEV-01926-A,1,Mercado,MER-0708,0,Normal
TX-0046558,2025-01-22 07:02:51,ACC-01117,Saque,ATM,144.74,GO,NEW-1942405,0,Outros,MER-0274,0,Normal
TX-0019841,2025-01-22 07:04:49,ACC-01297,Cartao,E-commerce,319.52,SP,DEV-01297-A,1,Transporte,MER-0904,0,Normal
TX-0037088,2025-01-22 07:07:33,ACC-00473,Boleto,App,922.71,RJ,DEV-00473-A,1,Mercado,MER-1119,0,Normal
TX-0019284,2025-01-22 07:09:41,ACC-02453,Boleto,Internet Banking,322.13,MG,DEV-02453-A,1,Mercado,MER-0593,0,Normal
TX-0048369,2025-01-22 07:23:05,ACC-02414,PIX,Internet Banking,340.62,GO,DEV-02414-A,1,Servicos,MER-1071,0,Normal
TX-0008063,2025-01-22 07:23:50,ACC-01595,Cartao,E-commerce,424.86,SP,DEV-01595-A,1,Transporte,MER-0932,0,Normal
TX-0048469,2025-01-22 07:26:14,ACC-00776,Cartao,Carteira digital,642.03,RJ,DEV-00776-A,1,Outros,MER-1105,0,Normal
TX-0049950,2025-01-22 08:02:18,ACC-01859,Cartao,E-commerce,697.62,BA,DEV-01859-A,1,Transporte,MER-0129,0,Normal
TX-0027729,2025-01-22 08:18:44,ACC-00654,PIX,Internet Banking,502.39,SP,DEV-00654-A,1,Servicos,MER-0109,0,Normal
TX-0022714,2025-01-22 08:33:41,ACC-01346,Saque,ATM,76.79,BA,DEV-01346-A,1,Transporte,MER-0776,0,Normal
TX-0015258,2025-01-22 08:47:10,ACC-02028,Cartao,E-commerce,218.65,SC,DEV-02028-A,1,Mercado,MER-0759,0,Normal
TX-0016708,2025-01-22 08:47:41,ACC-01388,Transferencia,Internet Banking,766.9,SP,NEW-0344892,0,Viagem,MER-0068,0,Normal
TX-0019377,2025-01-22 08:50:34,ACC-01205,Cartao,Carteira digital,912.34,SP,DEV-01205-A,1,Restaurante,MER-0693,0,Normal
TX-0016424,2025-01-22 08:51:09,ACC-02479,Cartao,POS,369.88,SP,DEV-02479-A,1,Transporte,MER-0256,0,Normal
TX-0019378,2025-01-22 08:52:05,ACC-01953,Cartao,Carteira digital,161.71,RJ,DEV-01953-A,1,Restaurante,MER-0964,0,Normal
TX-0024713,2025-01-22 09:04:57,ACC-00083,Saque,ATM,392.64,SP,DEV-00083-A,1,Outros,MER-0328,0,Normal
TX-0016184,2025-01-22 09:06:34,ACC-00071,Cartao,E-commerce,201.58,RJ,RISK-2823497,0,Mercado,MER-0568,1,Novo dispositivo e local
TX-0023220,2025-01-22 09:25:00,ACC-01169,Cartao,POS,120.72,RJ,NEW-6983802,0,Outros,MER-1181,0,Normal
TX-0046530,2025-01-22 09:33:30,ACC-00272,Cartao,Carteira digital,286.48,SP,DEV-00272-A,1,Eletronicos,MER-1179,0,Normal
TX-0037714,2025-01-22 09:35:17,ACC-00496,PIX,App,30.09,MG,DEV-00496-A,1,Mercado,MER-0519,0,Normal
TX-0005290,2025-01-22 09:48:18,ACC-01550,PIX,Internet Banking,150.07,SP,DEV-01550-A,1,Restaurante,MER-1143,0,Normal
TX-0025337,2025-01-22 09:51:55,ACC-00736,PIX,Internet Banking,479.22,PE,NEW-8056996,0,Servicos,MER-0569,0,Normal
TX-0000197,2025-01-22 10:00:00,ACC-00400,PIX,App,4000.0,RS,DEV-00400-A,1,Viagem,MER-0137,1,Fracionamento
TX-0008761,2025-01-22 10:00:49,ACC-02486,PIX,App,191.09,SP,DEV-02486-A,1,Transporte,MER-0581,0,Normal
TX-0041629,2025-01-22 10:19:29,ACC-01108,Cartao,POS,119.6,BA,DEV-01108-A,1,Viagem,MER-0632,0,Normal
TX-0007533,2025-01-22 10:23:22,ACC-00403,Transferencia,App,383.61,RS,DEV-00403-A,1,Transporte,MER-0805,0,Normal
TX-0038314,2025-01-22 10:26:08,ACC-02028,Transferencia,App,1342.18,SC,DEV-02028-A,1,Restaurante,MER-0098,0,Normal
TX-0002244,2025-01-22 10:30:05,ACC-01567,Cartao,E-commerce,930.17,RS,DEV-01567-A,1,Viagem,MER-0253,0,Normal
TX-0033535,2025-01-22 10:34:39,ACC-00429,PIX,App,641.01,PE,DEV-00429-A,1,Outros,MER-0111,0,Normal
TX-0009704,2025-01-22 10:42:28,ACC-02073,Boleto,App,262.25,MG,DEV-02073-A,1,Servicos,MER-0498,0,Normal
TX-0014438,2025-01-22 10:50:37,ACC-01242,Cartao,E-commerce,411.46,SP,DEV-01242-A,1,Transporte,MER-0608,0,Normal
TX-0026661,2025-01-22 10:57:33,ACC-00499,Cartao,E-commerce,96.96,RJ,DEV-00499-A,1,Outros,MER-0157,0,Normal
TX-0049360,2025-01-22 11:00:00,ACC-00400,PIX,App,4500.0,SC,DEV-02205-A,1,Viagem,MER-0405,1,Fracionamento
TX-0041106,2025-01-22 11:12:35,ACC-00009,PIX,App,225.17,SP,DEV-00009-A,1,Restaurante,MER-0387,0,Normal
TX-0047351,2025-01-22 11:13:35,ACC-00801,Cartao,Carteira digital,232.68,MG,DEV-00801-A,1,Eletronicos,MER-0689,0,Normal
TX-0035127,2025-01-22 11:19:03,ACC-01018,Transferencia,App,500.35,RS,DEV-01018-A,1,Outros,MER-0977,0,Normal
TX-0008992,2025-01-22 11:28:42,ACC-01987,Transferencia,Internet Banking,244.6,RS,DEV-01987-A,1,Viagem,MER-0328,0,Normal
TX-0040880,2025-01-22 11:29:43,ACC-01045,Cartao,E-commerce,1138.08,SP,DEV-01045-A,1,Mercado,MER-1009,0,Normal
TX-0044415,2025-01-22 11:44:06,ACC-00940,PIX,Internet Banking,116.63,MG,NEW-0806467,0,Transporte,MER-0749,0,Normal
TX-0003481,2025-01-22 11:44:43,ACC-00533,PIX,Internet Banking,36.8,SP,DEV-00533-A,1,Outros,MER-0049,0,Normal
TX-0022592,2025-01-22 12:00:00,ACC-00400,PIX,App,4000.0,PR,DEV-00518-A,1,Outros,MER-0411,1,Fracionamento
TX-0000316,2025-01-22 12:05:53,ACC-02414,PIX,Internet Banking,232.86,GO,DEV-02414-A,1,Servicos,MER-0964,0,Normal
TX-0032665,2025-01-22 12:06:40,ACC-00266,Transferencia,Internet Banking,186.96,SP,NEW-7678297,0,Servicos,MER-0901,0,Normal
TX-0017891,2025-01-22 12:08:20,ACC-01885,Saque,ATM,287.02,PE,DEV-01885-A,1,Restaurante,MER-0532,0,Normal
TX-0031751,2025-01-22 12:15:42,ACC-00187,Cartao,E-commerce,853.95,MG,DEV-00187-A,1,Restaurante,MER-0493,0,Normal
TX-0030874,2025-01-22 12:20:58,ACC-01010,Cartao,POS,37.81,MG,DEV-01010-A,1,Mercado,MER-0184,0,Normal
TX-0038612,2025-01-22 12:43:31,ACC-00006,PIX,Internet Banking,334.37,SP,DEV-00006-A,1,Transporte,MER-0443,0,Normal
TX-0038516,2025-01-22 12:46:13,ACC-01630,PIX,Internet Banking,467.19,RJ,NEW-4963014,0,Restaurante,MER-0559,0,Normal
TX-0020508,2025-01-22 12:48:41,ACC-02237,Boleto,App,155.54,RJ,DEV-02237-A,1,Restaurante,MER-0186,0,Normal
TX-0012329,2025-01-22 12:49:51,ACC-02250,PIX,Internet Banking,223.43,PE,DEV-02250-A,1,Viagem,MER-0239,0,Normal
TX-0034185,2025-01-22 12:52:59,ACC-00895,Cartao,POS,65.57,SP,DEV-00895-A,1,Outros,MER-1011,0,Normal
TX-0005688,2025-01-22 13:00:00,ACC-00400,PIX,App,3000.0,GO,DEV-00852-A,1,Eletronicos,MER-0335,1,Fracionamento
TX-0017989,2025-01-22 13:01:44,ACC-01754,Cartao,Carteira digital,59.27,RJ,DEV-01754-A,1,Mercado,MER-0799,0,Normal
TX-0003174,2025-01-22 13:05:22,ACC-00907,Cartao,Carteira digital,242.82,DF,DEV-00907-A,1,Eletronicos,MER-1187,0,Normal
TX-0039558,2025-01-22 13:11:34,ACC-01071,PIX,Internet Banking,338.34,SP,DEV-01071-A,1,Transporte,MER-0363,0,Normal
TX-0008799,2025-01-22 13:22:42,ACC-00749,Cartao,POS,150.88,PE,DEV-00749-A,1,Outros,MER-0997,0,Normal
TX-0033267,2025-01-22 13:24:49,ACC-02033,Transferencia,App,395.6,GO,DEV-02033-A,1,Transporte,MER-0476,0,Normal
TX-0005156,2025-01-22 13:26:06,ACC-00763,PIX,Internet Banking,44.72,PR,DEV-00763-A,1,Servicos,MER-0612,0,Normal
TX-0032043,2025-01-22 13:26:56,ACC-00078,Cartao,POS,75.75,SP,DEV-00078-A,1,Eletronicos,MER-0281,0,Normal
TX-0045378,2025-01-22 13:40:20,ACC-00025,Cartao,POS,226.55,PR,DEV-00025-A,1,Mercado,MER-0867,0,Normal
TX-0013514,2025-01-22 13:42:36,ACC-00315,PIX,App,169.52,SC,DEV-00315-A,1,Outros,MER-0922,0,Normal
TX-0004956,2025-01-22 13:49:12,ACC-00418,Cartao,POS,555.57,RJ,DEV-00418-A,1,Mercado,MER-0292,0,Normal
TX-0016977,2025-01-22 13:57:41,ACC-01646,Transferencia,App,188.41,RS,DEV-01646-A,1,Eletronicos,MER-0886,0,Normal
TX-0032158,2025-01-22 14:00:00,ACC-00400,PIX,App,4500.0,SP,DEV-01293-A,1,Eletronicos,MER-0197,1,Fracionamento
TX-0038517,2025-01-22 14:13:22,ACC-00935,PIX,App,470.07,RJ,DEV-00935-A,1,Transporte,MER-0213,0,Normal
TX-0003239,2025-01-22 14:29:11,ACC-00357,Transferencia,App,452.48,SP,DEV-00357-A,1,Servicos,MER-0357,0,Normal
TX-0041840,2025-01-22 14:33:59,ACC-00640,Saque,ATM,325.8,MG,DEV-00640-A,1,Servicos,MER-0008,0,Normal
TX-0020937,2025-01-22 14:34:56,ACC-02142,PIX,App,631.78,RJ,DEV-02142-A,1,Transporte,MER-0686,0,Normal
TX-0012366,2025-01-22 14:44:19,ACC-02395,Cartao,Carteira digital,214.75,SP,DEV-02395-A,1,Outros,MER-0911,0,Normal
TX-0022858,2025-01-22 14:52:36,ACC-00835,PIX,Internet Banking,203.07,RS,DEV-00835-A,1,Restaurante,MER-0895,0,Normal
TX-0033256,2025-01-22 14:53:27,ACC-00112,PIX,Internet Banking,35.56,SP,DEV-00112-A,1,Viagem,MER-0937,0,Normal
TX-0017270,2025-01-22 15:06:56,ACC-02280,Cartao,POS,1292.98,RJ,DEV-02280-A,1,Restaurante,MER-0493,0,Normal
TX-0042370,2025-01-22 15:07:56,ACC-01096,Boleto,App,191.57,BA,DEV-01096-A,1,Outros,MER-0234,0,Normal
TX-0006251,2025-01-22 15:09:06,ACC-00773,Cartao,POS,182.66,PR,DEV-00773-A,1,Transporte,MER-0833,0,Normal
TX-0003130,2025-01-22 15:09:38,ACC-00117,Cartao,POS,19.63,RJ,DEV-00117-A,1,Outros,MER-0216,0,Normal
TX-0039553,2025-01-22 15:09:39,ACC-01659,PIX,Internet Banking,77.46,RJ,DEV-01659-A,1,Restaurante,MER-0287,0,Normal
TX-0033983,2025-01-22 15:09:56,ACC-01011,PIX,Internet Banking,206.5,GO,DEV-01011-A,1,Servicos,MER-0965,0,Normal
TX-0032968,2025-01-22 15:16:29,ACC-01280,PIX,App,324.65,RJ,DEV-01280-A,1,Transporte,MER-0023,0,Normal
TX-0005685,2025-01-22 15:23:14,ACC-01242,Saque,ATM,420.57,SP,DEV-01242-A,1,Outros,MER-0081,0,Normal
TX-0045055,2025-01-22 15:25:51,ACC-01890,PIX,App,15500.0,SP,DEV-01890-A,1,Outros,MER-0133,1,Valor atipico
TX-0005608,2025-01-22 15:31:45,ACC-01046,PIX,Internet Banking,947.52,SP,DEV-01046-A,1,Restaurante,MER-0595,0,Normal
TX-0039745,2025-01-22 15:33:30,ACC-00404,Boleto,Internet Banking,174.96,DF,DEV-00404-A,1,Eletronicos,MER-0274,0,Normal
TX-0033582,2025-01-22 16:05:17,ACC-02052,Transferencia,App,163.65,RS,DEV-02052-A,1,Restaurante,MER-0549,0,Normal
TX-0005038,2025-01-22 16:33:57,ACC-01802,PIX,App,621.7,MG,DEV-01802-A,1,Mercado,MER-0880,0,Normal
TX-0039310,2025-01-22 16:40:28,ACC-00386,PIX,App,190.54,SP,NEW-8358936,0,Restaurante,MER-0595,0,Normal
TX-0002007,2025-01-22 16:44:06,ACC-01888,Transferencia,Internet Banking,450.74,MG,DEV-01888-A,1,Restaurante,MER-0307,0,Normal
TX-0029820,2025-01-22 16:50:19,ACC-02249,Boleto,App,168.9,SP,DEV-02249-A,1,Restaurante,MER-0968,0,Normal
TX-0038877,2025-01-22 16:50:36,ACC-01663,Boleto,Internet Banking,249.1,RJ,DEV-01663-A,1,Eletronicos,MER-0745,0,Normal
TX-0028883,2025-01-22 17:05:13,ACC-00496,PIX,App,41.01,MG,DEV-00496-A,1,Eletronicos,MER-0498,0,Normal
TX-0026199,2025-01-22 17:15:10,ACC-01510,Cartao,POS,231.66,SC,DEV-01510-A,1,Outros,MER-0155,0,Normal
TX-0007588,2025-01-22 17:16:39,ACC-01869,Transferencia,App,121.64,DF,NEW-3029771,0,Servicos,MER-1144,0,Normal
TX-0002706,2025-01-22 17:30:32,ACC-01157,Transferencia,App,545.54,SP,DEV-01157-A,1,Outros,MER-0387,0,Normal
TX-0010114,2025-01-22 17:31:45,ACC-01293,Boleto,App,513.96,SP,DEV-01293-A,1,Mercado,MER-0800,0,Normal
TX-0010260,2025-01-22 17:32:35,ACC-01446,Transferencia,App,1534.62,GO,DEV-01446-A,1,Transporte,MER-0001,0,Normal
TX-0023968,2025-01-22 17:34:13,ACC-02288,Boleto,App,679.29,SP,DEV-02288-A,1,Servicos,MER-0321,0,Normal
TX-0042844,2025-01-22 17:40:15,ACC-02003,Cartao,POS,484.97,DF,DEV-02003-A,1,Viagem,MER-1123,0,Normal
TX-0037639,2025-01-22 17:41:58,ACC-01943,Cartao,Carteira digital,145.92,MG,DEV-01943-A,1,Mercado,MER-1183,0,Normal
TX-0013592,2025-01-22 17:47:59,ACC-01222,Transferencia,App,241.87,SP,DEV-01222-A,1,Eletronicos,MER-1094,0,Normal
TX-0010002,2025-01-22 18:08:29,ACC-02209,PIX,Internet Banking,211.2,MG,DEV-02209-A,1,Mercado,MER-1016,0,Normal
TX-0007906,2025-01-22 18:17:51,ACC-01588,Cartao,POS,298.86,SP,DEV-01588-A,1,Restaurante,MER-0665,0,Normal
TX-0005394,2025-01-22 18:17:56,ACC-01796,PIX,Internet Banking,144.17,RJ,DEV-01796-A,1,Servicos,MER-1092,0,Normal
TX-0028465,2025-01-22 18:24:25,ACC-02336,Transferencia,Internet Banking,569.98,SP,DEV-02336-A,1,Eletronicos,MER-1126,0,Normal
TX-0025393,2025-01-22 18:24:48,ACC-00815,PIX,Internet Banking,40.9,SP,DEV-00815-A,1,Servicos,MER-0322,0,Normal
TX-0039356,2025-01-22 18:34:25,ACC-02049,Boleto,Internet Banking,308.94,MG,DEV-02049-A,1,Servicos,MER-0551,0,Normal
TX-0047203,2025-01-22 18:39:55,ACC-01591,Boleto,App,188.92,SP,DEV-01591-A,1,Transporte,MER-1160,0,Normal
TX-0044657,2025-01-22 18:41:12,ACC-02401,Cartao,E-commerce,801.64,SP,DEV-02401-A,1,Viagem,MER-0061,0,Normal
