transaction_id,timestamp,account_id,transaction_type,channel,amount,transaction_state,device_id,device_trusted,merchant_category,merchant_id,is_suspicious_simulated,suspicious_pattern,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment,customer_amount_mean,customer_amount_std,customer_amount_median,amount_zscore,transactions_1h,transactions_24h,hour,day_of_week,month,location_mismatch,rule_amount_zscore,rule_high_value,rule_velocity_1h,rule_unusual_hour,rule_new_device_location,rule_round_amount,rule_structuring,risk_score,alert_flag,risk_level,triggered_rules
TX-0038361,2025-07-02 14:00:00,ACC-01559,PIX,App,4000.0,PR,DEV-02400-A,1,Mercado,MER-0665,1,Fracionamento,45,SC,1598.19,1628,53.41,Alta renda,599.6054838709678,1258.209012010958,60.9,2.70256728704739,2,5,14,Wednesday,2025-07,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0024496,2025-07-02 23:36:42,ACC-00774,Transferencia,App,2702.84,RJ,DEV-00774-A,1,Servicos,MER-0212,0,Normal,73,RJ,2902.42,2897,324.68,Varejo,540.0713636363636,600.1343532298608,304.74,3.603807421994492,1,1,23,Wednesday,2025-07,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0034465,2025-12-28 14:00:00,ACC-00805,PIX,App,4000.0,RJ,DEV-01569-A,1,Eletronicos,MER-0163,1,Fracionamento,74,BA,5899.23,1664,465.71,Alta renda,1464.1563636363637,2832.3127937626105,422.73,0.8953261242713496,2,5,14,Sunday,2025-12,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0026494,2025-12-28 13:00:00,ACC-00805,PIX,App,4000.0,PE,DEV-00882-A,1,Viagem,MER-0272,1,Fracionamento,74,BA,5899.23,1664,465.71,Alta renda,1464.1563636363637,2832.3127937626105,422.73,0.8953261242713496,2,4,13,Sunday,2025-12,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0038444,2025-08-30 12:00:48,ACC-00231,PIX,App,3335.59,SP,DEV-00231-A,1,Restaurante,MER-0802,0,Normal,50,SP,3330.46,4426,446.2,Varejo,544.4035,686.1403631318334,429.755,4.067952637649606,1,1,12,Saturday,2025-08,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0027344,2025-09-16 22:57:09,ACC-02081,Cartao,Carteira digital,5544.04,MG,DEV-02081-A,1,Outros,MER-1065,0,Normal,43,MG,3539.47,2627,393.82,Alta renda,779.374,1335.460812543745,351.14,3.567806674105554,1,1,22,Tuesday,2025-09,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0033935,2025-09-16 22:33:15,ACC-01482,PIX,App,4970.76,SP,DEV-01482-A,1,Viagem,MER-0565,0,Normal,32,SP,4439.18,4040,657.56,Alta renda,744.5674074074074,909.0270290878323,584.05,4.649138537534342,1,1,22,Tuesday,2025-09,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0020212,2025-09-16 15:08:33,ACC-01648,Cartao,E-commerce,507.62,PR,DEV-01648-A,1,Viagem,MER-0122,0,Normal,37,PR,1997.57,2029,154.19,Alta renda,129.80875,94.2473537080923,94.78,4.008719981360709,1,1,15,Tuesday,2025-09,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0027157,2025-12-18 11:06:03,ACC-01874,PIX,Internet Banking,1433.88,RJ,DEV-01874-A,1,Outros,MER-0241,0,Normal,54,SP,1956.48,527,200.34,Digital,278.62111111111113,316.3845593374928,176.47,3.6514389049452776,1,1,11,Thursday,2025-12,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0037892,2025-12-17 13:44:44,ACC-01844,PIX,App,1529.36,RJ,DEV-01844-A,1,Outros,MER-0566,0,Normal,40,RJ,2846.11,1912,274.46,Digital,318.10115384615386,298.0844766884303,238.33499999999998,4.063475091391296,1,1,13,Wednesday,2025-12,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0028732,2025-12-20 18:48:13,ACC-00670,Cartao,POS,4599.99,DF,DEV-00670-A,1,Viagem,MER-0471,0,Normal,35,RS,3208.01,285,465.58,Digital,721.6408,901.8869059178096,481.46,4.3002611242627795,1,1,18,Saturday,2025-12,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0005645,2025-01-27 13:00:00,ACC-01236,PIX,App,3000.0,RJ,DEV-02110-A,1,Outros,MER-0376,1,Fracionamento,43,GO,1932.0,2685,100.63,Varejo,807.1725925925925,1440.9361823443721,119.65,1.5218074431580477,2,4,13,Monday,2025-01,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0022533,2025-10-30 15:09:37,ACC-01389,Cartao,POS,4543.48,PE,NEW-6368694,0,Viagem,MER-0549,0,Normal,24,PE,4121.73,3570,506.87,Varejo,641.1503571428572,863.0706547382073,410.67499999999995,4.521448645523494,1,1,15,Thursday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0002970,2025-10-31 17:53:45,ACC-00849,Boleto,App,2023.37,BA,DEV-00849-A,1,Outros,MER-1143,0,Normal,50,BA,1542.41,4116,234.27,Empresarial,353.4326315789474,442.7837452833318,207.72,3.771451382779375,1,1,17,Friday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0024662,2025-05-21 21:07:15,ACC-02127,PIX,Internet Banking,2805.91,MG,DEV-02127-A,1,Transporte,MER-1046,0,Normal,27,RS,2726.6,1704,359.05,Alta renda,386.8278260869566,550.5924264161989,269.58,4.393598709046594,1,1,21,Wednesday,2025-05,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0041093,2025-11-08 10:02:00,ACC-01867,PIX,Internet Banking,1544.31,RS,DEV-01867-A,1,Servicos,MER-0157,0,Normal,77,RS,2799.39,849,426.79,Empresarial,464.14480000000003,291.40970773008456,425.74,3.7066891436591827,1,1,10,Saturday,2025-11,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0013812,2025-01-28 14:18:38,ACC-01794,Transferencia,Internet Banking,626.96,SP,DEV-01794-A,1,Viagem,MER-0649,0,Normal,30,BA,2108.14,2044,158.65,Alta renda,153.48185185185187,124.3688932799095,118.09,3.8070464057480975,1,1,14,Tuesday,2025-01,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0049800,2025-01-27 16:33:24,ACC-01762,PIX,Internet Banking,710.12,SP,DEV-01762-A,1,Transporte,MER-0082,0,Normal,51,SP,3127.79,1802,133.75,Varejo,152.28423076923076,133.97918044750318,105.39500000000001,4.163600399461655,1,1,16,Monday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0018940,2025-01-30 10:15:20,ACC-01523,Cartao,E-commerce,1458.72,SP,DEV-01523-A,1,Eletronicos,MER-0381,0,Normal,65,SP,1543.6,4121,230.53,Varejo,339.64285714285717,304.7570016446358,289.66,3.67203095193216,1,1,10,Thursday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0005286,2025-08-26 14:00:00,ACC-01388,PIX,App,4000.0,MG,DEV-00268-A,1,Viagem,MER-0545,1,Fracionamento,38,SP,3346.23,1670,531.79,Digital,1553.068,1466.4122851620841,813.95,1.6686521415289002,2,5,14,Tuesday,2025-08,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0029899,2025-01-21 14:11:43,ACC-01731,PIX,Internet Banking,768.5,RJ,DEV-01731-A,1,Transporte,MER-1138,0,Normal,22,RJ,1559.37,3196,197.71,Digital,189.36909090909091,159.66778924674733,140.59,3.6270991902814664,1,1,14,Tuesday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0010985,2025-01-20 17:04:08,ACC-00241,PIX,Internet Banking,9476.81,SP,DEV-00241-A,1,Viagem,MER-1093,0,Normal,20,SP,19922.78,1579,2044.69,Digital,2407.8064999999997,1950.7682188881251,2402.835,3.623702411980601,1,1,17,Monday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0020608,2025-12-21 11:52:50,ACC-00450,Saque,ATM,1737.14,BA,DEV-00450-A,1,Eletronicos,MER-0354,0,Normal,76,BA,4110.84,3864,251.73,Alta renda,384.68333333333334,357.01624844442773,335.31,3.7882216077265927,1,1,11,Sunday,2025-12,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0001990,2025-05-23 16:20:59,ACC-00170,PIX,App,2730.6,RS,DEV-00170-A,1,Eletronicos,MER-0556,0,Normal,76,RS,9480.35,3378,413.48,Empresarial,479.39909090909094,553.7711169952635,341.895,4.06521907698224,1,1,16,Friday,2025-05,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0004028,2025-10-09 09:32:17,ACC-00020,Boleto,App,650.45,BA,DEV-00020-A,1,Servicos,MER-0723,0,Normal,18,BA,1566.54,2813,102.92,Varejo,134.9368,127.81336659755112,98.36,4.033327763153351,1,1,9,Thursday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0028223,2025-10-06 14:00:00,ACC-01105,PIX,App,4000.0,RJ,DEV-01234-A,1,Restaurante,MER-0263,1,Fracionamento,25,PR,4064.47,4102,104.1,Digital,811.3939130434783,1415.2030125126578,112.02,2.253108606160491,2,5,14,Monday,2025-10,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0018725,2025-08-12 14:00:00,ACC-02470,PIX,App,4000.0,RS,DEV-01986-A,1,Restaurante,MER-0173,1,Fracionamento,27,RS,1121.7,3809,35.35,Varejo,849.274347826087,1608.7516336979093,25.34,1.958491035021727,2,5,14,Tuesday,2025-08,0,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0007633,2025-08-12 13:00:00,ACC-02470,PIX,App,4000.0,SP,DEV-01795-A,1,Mercado,MER-0001,1,Fracionamento,27,RS,1121.7,3809,35.35,Varejo,849.274347826087,1608.7516336979093,25.34,1.958491035021727,2,4,13,Tuesday,2025-08,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0025396,2025-08-12 12:00:00,ACC-02470,PIX,App,3000.0,SP,DEV-02396-A,1,Mercado,MER-1029,1,Fracionamento,27,RS,1121.7,3809,35.35,Varejo,849.274347826087,1608.7516336979093,25.34,1.3368910446606421,2,3,12,Tuesday,2025-08,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0048277,2025-08-09 15:18:10,ACC-00470,Transferencia,Internet Banking,7026.21,SP,DEV-00470-A,1,Outros,MER-0871,0,Normal,45,SP,4145.99,2521,516.73,Alta renda,898.7,1476.2164014840528,591.7950000000001,4.150820973022629,1,1,15,Saturday,2025-08,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0002490,2025-08-09 14:47:50,ACC-00213,Cartao,Carteira digital,3060.42,RJ,DEV-00213-A,1,Transporte,MER-1103,0,Normal,77,RJ,6711.53,1564,579.15,Empresarial,669.4385,661.7368813984111,513.535,3.613190630915529,1,1,14,Saturday,2025-08,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0015841,2025-12-15 21:48:45,ACC-00466,PIX,Internet Banking,11220.83,MG,DEV-00466-A,1,Servicos,MER-0626,0,Normal,75,MG,10013.15,3704,1415.14,Varejo,2361.4377272727274,2223.4170365344717,2158.115,3.984584145552812,1,2,21,Monday,2025-12,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0003891,2025-11-27 09:01:00,ACC-02480,Cartao,E-commerce,2685.13,DF,DEV-02480-A,1,Eletronicos,MER-1140,1,Alta velocidade,37,BA,2321.75,1637,342.27,Empresarial,514.7966666666666,572.9356900743045,317.885,3.788092400129343,2,2,9,Thursday,2025-11,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0049868,2025-11-11 12:00:00,ACC-02194,PIX,App,3000.0,RJ,DEV-00738-A,1,Outros,MER-0038,1,Fracionamento,28,RS,3497.64,3300,278.43,Digital,809.0903571428571,1239.7388120875155,235.225,1.76723485745196,2,3,12,Tuesday,2025-11,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0011048,2025-05-28 17:14:45,ACC-01062,PIX,Internet Banking,2138.78,SP,NEW-4746102,0,Viagem,MER-1031,0,Normal,59,SP,5141.64,4418,374.7,Varejo,453.34444444444443,479.14144155393103,304.65999999999997,3.5176159050017115,1,1,17,Wednesday,2025-05,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0022459,2025-05-25 10:08:14,ACC-00741,Boleto,App,2554.14,SP,DEV-00741-A,1,Eletronicos,MER-0451,0,Normal,70,SP,8789.05,2449,570.76,Digital,654.1890909090909,528.6547026080544,547.3050000000001,3.5939355116255083,1,1,10,Sunday,2025-05,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0009115,2025-05-27 12:26:12,ACC-00986,Cartao,Carteira digital,1671.47,RS,DEV-00986-A,1,Mercado,MER-0417,0,Normal,32,GO,1683.62,2921,190.35,Varejo,335.18,374.15550335938883,184.435,3.5714829476033363,1,1,12,Tuesday,2025-05,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0036035,2025-02-06 06:08:02,ACC-00586,PIX,Internet Banking,1625.24,PE,DEV-00586-A,1,Eletronicos,MER-1133,0,Normal,36,PE,4443.72,4250,251.13,Alta renda,325.53633333333335,303.2973234017136,248.43,4.28524608159903,1,1,6,Thursday,2025-02,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0041568,2025-08-09 07:22:48,ACC-01240,Cartao,Carteira digital,848.89,SP,NEW-4161141,0,Mercado,MER-0907,0,Normal,76,SP,2743.47,3097,110.97,Varejo,153.00636363636363,189.49183700336297,81.47,3.6723673555989977,1,1,7,Saturday,2025-08,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0039699,2025-09-23 20:02:43,ACC-01740,Boleto,App,7234.58,RJ,DEV-01740-A,1,Mercado,MER-0599,0,Normal,46,RJ,12943.82,2532,1542.16,Digital,1658.4292,1457.6932968590022,1356.91,3.825325129789193,1,1,20,Tuesday,2025-09,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0001078,2025-08-12 17:14:39,ACC-01848,Cartao,Carteira digital,5812.69,SP,DEV-01848-A,1,Mercado,MER-0334,0,Normal,50,MG,6815.5,2759,893.56,Varejo,1315.764,1237.4277757739408,890.59,3.6340916924928632,1,1,17,Tuesday,2025-08,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0043289,2025-08-22 09:34:26,ACC-01141,Cartao,E-commerce,3239.92,MG,DEV-01141-A,1,Servicos,MER-0838,0,Normal,70,MG,5313.41,2086,489.69,Digital,558.35,665.9803736734152,329.73,4.026500038145259,1,1,9,Friday,2025-08,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0000341,2025-12-14 11:16:21,ACC-00373,Cartao,POS,765.15,DF,DEV-00373-A,1,Viagem,MER-0704,0,Normal,52,DF,3489.55,4376,194.83,Digital,187.91647058823528,160.3827631379529,156.93,3.5990995423570453,1,1,11,Sunday,2025-12,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0025528,2025-10-12 18:44:40,ACC-00097,PIX,App,3504.38,PR,DEV-00097-A,1,Servicos,MER-0292,0,Normal,42,PR,2985.34,333,208.89,Alta renda,414.30916666666667,693.0440227557959,213.995,4.4586934334215655,1,1,18,Sunday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0028839,2025-07-01 11:27:58,ACC-00090,Cartao,E-commerce,4347.92,RJ,DEV-00090-A,1,Servicos,MER-0445,0,Normal,35,RJ,5944.74,3509,644.23,Alta renda,760.7277777777779,853.8159442054751,415.92,4.201364763175406,1,1,11,Tuesday,2025-07,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0021219,2025-07-02 12:00:00,ACC-02068,PIX,App,4000.0,SC,DEV-00517-A,1,Transporte,MER-0176,1,Fracionamento,52,SP,2898.28,1686,139.21,Varejo,1044.5242857142857,1501.9717025782193,277.66,1.9677306231618568,2,3,12,Wednesday,2025-07,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0040857,2025-07-02 12:00:00,ACC-02031,PIX,App,4000.0,MG,DEV-01568-A,1,Eletronicos,MER-0469,1,Fracionamento,72,SP,7346.04,2588,637.51,Alta renda,1536.453888888889,1611.7664904078486,717.2,1.5284758218839283,2,3,12,Wednesday,2025-07,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0008906,2025-06-29 16:51:43,ACC-00246,Cartao,E-commerce,10511.36,BA,DEV-00246-A,1,Eletronicos,MER-0127,0,Normal,51,BA,6033.88,1921,851.28,Varejo,1420.91,2342.853706961562,837.27,3.880075812240693,1,1,16,Sunday,2025-06,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0022138,2025-06-28 18:09:04,ACC-00744,PIX,Internet Banking,1469.59,RS,DEV-00744-A,1,Eletronicos,MER-0261,0,Normal,34,RS,596.29,691,93.2,Digital,146.75666666666666,309.0686424944034,67.71,4.280063233387668,1,2,18,Saturday,2025-06,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0030888,2025-06-28 14:00:00,ACC-02242,PIX,App,3000.0,BA,DEV-01278-A,1,Restaurante,MER-0418,1,Fracionamento,44,MG,6050.72,4126,933.91,Varejo,2237.526956521739,3232.304488172254,1177.96,0.23589146575402326,2,5,14,Saturday,2025-06,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0006385,2025-10-06 13:00:00,ACC-01105,PIX,App,3000.0,RS,DEV-01331-A,1,Outros,MER-1123,1,Fracionamento,25,PR,4064.47,4102,104.1,Digital,811.3939130434783,1415.2030125126578,112.02,1.546496204152863,2,4,13,Monday,2025-10,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0019187,2025-10-06 12:00:00,ACC-01105,PIX,App,4000.0,SP,DEV-01257-A,1,Mercado,MER-0550,1,Fracionamento,25,PR,4064.47,4102,104.1,Digital,811.3939130434783,1415.2030125126578,112.02,2.253108606160491,2,3,12,Monday,2025-10,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0004824,2025-10-09 16:48:57,ACC-00717,PIX,App,4241.08,MG,DEV-00717-A,1,Mercado,MER-0524,0,Normal,62,MG,9973.74,3528,825.87,Varejo,875.7345833333334,883.1165002174632,569.9200000000001,3.8107604328964144,1,1,16,Thursday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0039814,2025-07-10 12:31:31,ACC-00183,PIX,Internet Banking,3835.94,DF,DEV-00183-A,1,Eletronicos,MER-0676,0,Normal,21,DF,7672.85,4567,843.57,Varejo,935.7995238095239,793.9704576586977,707.1,3.6527057754044963,1,1,12,Thursday,2025-07,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0019456,2025-03-17 11:03:23,ACC-01478,Cartao,POS,840.76,SP,DEV-01478-A,1,Eletronicos,MER-0061,0,Normal,38,PR,2982.34,117,221.18,Varejo,209.10949999999997,159.97191890009617,185.815,3.948508615405627,1,1,11,Monday,2025-03,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0029779,2025-11-28 13:00:00,ACC-02425,PIX,App,3000.0,RJ,DEV-00090-A,1,Outros,MER-0971,1,Fracionamento,34,BA,4828.03,164,611.2,Digital,1786.4203846153846,3102.511948033697,665.925,0.3911603357897639,2,4,13,Friday,2025-11,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0014605,2025-11-28 12:00:00,ACC-02425,PIX,App,4000.0,SP,DEV-01378-A,1,Eletronicos,MER-0370,1,Fracionamento,34,BA,4828.03,164,611.2,Digital,1786.4203846153846,3102.511948033697,665.925,0.7134798036112424,2,3,12,Friday,2025-11,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0041638,2025-01-02 17:51:54,ACC-00753,PIX,Internet Banking,1685.76,SP,DEV-00753-A,1,Servicos,MER-0626,0,Normal,27,SP,2534.65,3376,381.86,Empresarial,421.62875,345.90283858599344,327.26,3.654584782153297,1,1,17,Thursday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0024623,2025-07-02 19:21:22,ACC-02494,Cartao,POS,756.76,SC,DEV-02494-A,1,Viagem,MER-0474,0,Normal,36,SP,2014.33,469,124.71,Varejo,168.50782608695653,157.58525086604342,135.64,3.7329139033010885,1,1,19,Wednesday,2025-07,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0007838,2025-10-08 14:00:00,ACC-01130,PIX,App,3000.0,DF,DEV-01552-A,1,Servicos,MER-0045,1,Fracionamento,29,SP,6798.41,3942,1068.27,Varejo,1785.836,1183.9064051707003,1364.4450000000002,1.0255574213444154,2,5,14,Wednesday,2025-10,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0041441,2025-07-02 15:36:15,ACC-01205,PIX,App,7588.9,SP,NEW-0470596,0,Transporte,MER-1168,0,Normal,43,SP,10684.37,3665,1493.5,Empresarial,1632.5151999999998,1605.334110774971,1002.59,3.710370794478771,1,1,15,Wednesday,2025-07,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0011665,2025-10-08 13:00:00,ACC-01130,PIX,App,3000.0,RS,DEV-00065-A,1,Servicos,MER-0221,1,Fracionamento,29,SP,6798.41,3942,1068.27,Varejo,1785.836,1183.9064051707003,1364.4450000000002,1.0255574213444154,2,4,13,Wednesday,2025-10,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0040151,2025-10-05 15:14:45,ACC-02313,Saque,ATM,9091.81,PE,DEV-02313-A,1,Servicos,MER-1124,0,Normal,45,PE,8743.2,4297,1315.82,Varejo,1730.1775,2061.6624770978715,1241.1999999999998,3.5707263345854297,1,1,15,Sunday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0026191,2025-10-05 11:07:20,ACC-01499,Transferencia,Internet Banking,2183.18,SC,DEV-01499-A,1,Mercado,MER-0827,0,Normal,59,SC,3463.85,4768,416.14,Alta renda,512.2473913043478,474.89929545131787,322.15,3.5184988158546133,1,1,11,Sunday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0009843,2025-10-05 08:16:07,ACC-02093,Transferencia,Internet Banking,3654.79,DF,DEV-02093-A,1,Transporte,MER-0109,0,Normal,22,DF,7194.35,2140,807.32,Varejo,814.7713793103447,683.969222102679,620.28,4.152260845829851,1,1,8,Sunday,2025-10,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0037660,2025-01-01 10:23:49,ACC-00540,Transferencia,App,2161.98,MG,DEV-00540-A,1,Outros,MER-0746,0,Normal,35,MG,4481.59,1115,371.54,Varejo,409.5257142857143,410.8903111756097,300.115,4.265017300360015,1,1,10,Wednesday,2025-01,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0026684,2025-04-29 12:00:00,ACC-00601,PIX,App,3000.0,RJ,DEV-02402-A,1,Servicos,MER-0247,1,Fracionamento,56,SP,6954.05,815,716.58,Varejo,1367.9508333333333,1253.7164134299364,852.01,1.3017690038863587,2,3,12,Tuesday,2025-04,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0013476,2025-04-28 19:29:33,ACC-01678,Cartao,POS,7481.51,BA,DEV-01678-A,1,Outros,MER-0416,0,Normal,57,PR,4140.61,2281,654.88,Varejo,1208.891052631579,1722.1287644427325,564.29,3.6423634962036022,1,1,19,Monday,2025-04,1,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0018422,2025-05-16 15:07:58,ACC-01799,PIX,Internet Banking,3554.71,PR,DEV-01799-A,1,Transporte,MER-0384,0,Normal,42,PR,3746.1,4500,541.51,Empresarial,722.7085185185185,706.673210095693,522.0,4.0075121584105196,1,1,15,Friday,2025-05,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0022592,2025-01-22 12:00:00,ACC-00400,PIX,App,4000.0,PR,DEV-00518-A,1,Outros,MER-0411,1,Fracionamento,70,RS,2077.95,4183,306.07,Varejo,1081.5382608695652,1603.948027996861,276.98,1.819548818408564,2,3,12,Wednesday,2025-01,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0049049,2025-09-03 15:25:57,ACC-02296,PIX,App,2740.53,PR,DEV-02296-A,1,Viagem,MER-0510,0,Normal,71,PR,2531.85,318,294.23,Digital,472.49882352941177,615.659434436791,264.8,3.6839054997108867,1,1,15,Wednesday,2025-09,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0029293,2025-08-01 11:00:00,ACC-01100,PIX,App,4000.0,GO,DEV-00916-A,1,Viagem,MER-0096,1,Fracionamento,40,SP,9621.81,1104,793.09,Varejo,1842.835882352941,1424.9424824929727,1080.89,1.513860485002206,2,3,11,Friday,2025-08,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0030767,2025-09-13 14:00:00,ACC-00566,PIX,App,4000.0,MG,DEV-01771-A,1,Transporte,MER-0225,1,Fracionamento,36,MG,4272.45,4724,259.9,Alta renda,938.96875,1320.6272787819064,353.85,2.317861594395788,2,5,14,Saturday,2025-09,0,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0013074,2025-05-09 12:00:00,ACC-02203,PIX,App,4000.0,SP,DEV-02471-A,1,Viagem,MER-1123,1,Fracionamento,57,SP,914.64,151,113.58,Varejo,745.4671875,1395.1650998271512,140.985,2.3327223515720172,2,3,12,Friday,2025-05,0,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0031501,2025-05-01 12:00:00,ACC-02373,PIX,App,3000.0,GO,DEV-02350-A,1,Viagem,MER-0522,1,Fracionamento,63,MG,1706.71,4317,59.7,Digital,1199.1670588235295,1818.3091949588934,90.29,0.990388733758332,2,3,12,Thursday,2025-05,1,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0038278,2025-04-30 15:59:21,ACC-01599,PIX,App,1109.08,SP,DEV-01599-A,1,Mercado,MER-0504,0,Normal,62,SP,2122.79,1337,278.55,Varejo,264.21458333333334,237.3694797234191,218.075,3.5592841070010204,1,1,15,Wednesday,2025-04,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0034993,2025-05-02 21:04:38,ACC-01577,PIX,Internet Banking,2506.25,RJ,DEV-01577-A,1,Outros,MER-0369,0,Normal,73,RJ,5481.38,439,607.24,Varejo,558.4166666666666,542.1626517045723,445.22,3.5927102820699637,1,1,21,Friday,2025-05,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0038432,2025-04-29 19:46:22,ACC-00704,Transferencia,Internet Banking,3653.94,RJ,DEV-00704-A,1,Outros,MER-0477,0,Normal,75,RJ,5369.72,3856,687.98,Digital,875.1153846153846,731.5342172570234,644.8199999999999,3.798625614266078,1,1,19,Tuesday,2025-04,0,1,0,0,0,0,0,0,30,1,Alto,amount_zscore
TX-0007767,2025-04-29 13:00:00,ACC-00291,PIX,App,3000.0,SP,DEV-01994-A,1,Restaurante,MER-0424,1,Fracionamento,69,SP,4601.42,2887,218.32,Digital,1320.8200000000002,1810.8790717737713,259.265,0.9272734033837107,2,4,13,Tuesday,2025-04,0,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
TX-0018521,2025-05-01 14:00:00,ACC-02373,PIX,App,4000.0,MG,DEV-01664-A,1,Outros,MER-0078,1,Fracionamento,63,MG,1706.71,4317,59.7,Digital,1199.1670588235295,1818.3091949588934,90.29,1.5403502049824862,2,5,14,Thursday,2025-05,0,0,0,0,0,0,1,1,30,1,Alto,round_amount; structuring
